nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
B3205022,38D,SIMPLE ASSAULT DOMESTIC,2D,103D,DOMESTIC DISTURBANCE,2C,3679883,530882,02/27/2022 08:07:07 PM,02/27/2022 08:09:43 PM,02/27/2022 08:23:34 PM,02/28/2022 12:31:37 AM,RTF,REPORT TO FOLLOW,N,8I01,Roosevelt Way & Common St,70112,8,POINT (-90.07319766 29.95379278),calls_for_service,,
B3255322,64J,CARJACKING,2C,21,COMPLAINT OTHER,1J,3677411,531610,02/28/2022 06:41:27 AM,02/28/2022 06:41:27 AM,02/28/2022 06:41:33 AM,02/28/2022 09:20:19 AM,RTF,REPORT TO FOLLOW,N,1G01,S Claiborne Ave & Gravier St,70112,1,POINT (-90.0809767 29.95586671),calls_for_service,,
C1898322,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3692103,543418,03/17/2022 04:23:36 PM,03/18/2022 12:47:28 AM,03/18/2022 12:51:07 AM,03/18/2022 12:55:30 AM,GOA,GONE ON ARRIVAL,N,5Q02,030XX Blk Oliver White Ave,70126,5,POINT (-90.03416116 29.98788615),calls_for_service,,
C1913522,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37,AGGRAVATED ASSAULT,2E,3683486,541002,03/17/2022 06:48:05 PM,03/17/2022 06:50:36 PM,03/17/2022 06:51:20 PM,03/17/2022 10:38:35 PM,RTF,REPORT TO FOLLOW,N,5K01,Pauger St & N Rocheblave St,70119,5,POINT (-90.06146394 29.98150891),calls_for_service,,
C1917422,42,AGGRAVATED RAPE,2C,21,COMPLAINT OTHER,1J,37369000,3513814,03/17/2022 07:29:43 PM,,03/17/2022 07:29:43 PM,03/17/2022 10:48:33 PM,RTF,REPORT TO FOLLOW,Y,4I01,016XX Farragut St,70114,4,POINT (0 0),calls_for_service,,
C1046522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3708946,518885,03/10/2022 09:26:10 AM,03/10/2022 09:27:14 AM,03/10/2022 09:30:39 AM,03/10/2022 09:35:08 AM,GOA,GONE ON ARRIVAL,N,4E04,029XX Kent Dr,70131,4,POINT (-89.981876 29.91989286),calls_for_service,,
B3303422,64G,ARMED ROBBERY WITH GUN,2C,64,ARMED ROBBERY,2C,3685138,535910,02/28/2022 03:47:19 PM,02/28/2022 03:49:07 PM,02/28/2022 04:01:49 PM,02/28/2022 07:55:03 PM,RTF,REPORT TO FOLLOW,N,5B01,009XX Elysian Fields Ave,70117,5,POINT (-90.05642639 29.9674571),calls_for_service,,
B3317222,64G,ARMED ROBBERY WITH GUN,2C,64,ARMED ROBBERY,2C,3687521,538357,02/28/2022 06:11:06 PM,02/28/2022 06:11:19 PM,02/28/2022 06:39:14 PM,02/28/2022 07:08:45 PM,RTF,REPORT TO FOLLOW,N,5G02,Franklin Ave & N Claiborne Ave,70117,5,POINT (-90.04881463 29.97411204),calls_for_service,,
B3326922,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3679675,548613,02/28/2022 08:02:41 PM,02/28/2022 08:12:13 PM,02/28/2022 08:12:20 PM,02/28/2022 11:25:15 PM,RTF,REPORT TO FOLLOW,N,3P02,016XX Blk Pratt Dr,70122,3,POINT (-90.073238 30.00255303),calls_for_service,,
C1049822,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,3672898,533110,03/10/2022 10:14:55 AM,,03/10/2022 10:14:55 AM,03/10/2022 10:15:21 AM,RTF,REPORT TO FOLLOW,Y,1K01,028XX Perdido St,70119,1,POINT (-90.09517715 29.96012841),calls_for_service,,
B3339022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680740,540569,02/28/2022 10:09:31 PM,02/28/2022 10:10:38 PM,02/28/2022 10:11:11 PM,02/28/2022 10:16:28 PM,GOA,GONE ON ARRIVAL,N,1C02,Saint Bernard Ave & N Rocheblave St,70119,1,POINT (-90.07015247 29.98040239),calls_for_service,,
C1053522,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,03/10/2022 10:37:20 AM,03/10/2022 10:42:12 AM,03/10/2022 11:02:40 AM,03/10/2022 01:11:19 PM,RTF,REPORT TO FOLLOW,N,5D03,041XX N Robertson St,70117,5,POINT (0 0),calls_for_service,,
C1063122,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,42,AGGRAVATED RAPE,2C,37369000,3513814,03/10/2022 12:01:08 PM,03/10/2022 12:12:22 PM,03/10/2022 12:21:02 PM,03/10/2022 03:33:36 PM,RTF,REPORT TO FOLLOW,N,2A02,002XX State St,70118,2,POINT (0 0),calls_for_service,,
C1065522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3698197,538873,03/10/2022 12:24:29 PM,03/10/2022 04:24:06 PM,,03/10/2022 04:52:26 PM,GOA,GONE ON ARRIVAL,N,5I02,053XX N Rocheblave St,70117,5,POINT (-90.01507799 29.97519802),calls_for_service,,
C1066622,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3677658,523834,03/10/2022 12:36:43 PM,03/10/2022 12:38:59 PM,03/10/2022 12:42:09 PM,03/10/2022 02:40:42 PM,RTF,REPORT TO FOLLOW,N,6G01,021XX Saint Charles Ave,70130,6,POINT (-90.08046579 29.93447967),calls_for_service,,
C1929722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3679644,540436,03/17/2022 09:35:40 PM,03/17/2022 09:36:12 PM,03/17/2022 09:38:43 PM,03/18/2022 01:55:01 AM,RTF,REPORT TO FOLLOW,N,1C02,016XX Rousselin Dr,70119,1,POINT (-90.07361996 29.98007057),calls_for_service,,
C1068022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3693372,540317,03/10/2022 12:50:16 PM,03/10/2022 12:54:10 PM,03/10/2022 12:55:13 PM,03/10/2022 07:17:41 PM,RTF,REPORT TO FOLLOW,N,5H02,024XX Blk Mazant St,70117,5,POINT (-90.03026627 29.97931862),calls_for_service,,
C1930222,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3704909,512363,03/17/2022 09:42:54 PM,03/17/2022 09:52:45 PM,03/17/2022 10:05:51 PM,03/17/2022 10:45:51 PM,UNF,UNFOUNDED,N,4D05,056XX Tullis Dr,70131,4,POINT (-89.99485849 29.90208925),calls_for_service,,
C1076822,64G,ARMED ROBBERY WITH GUN,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682692,535432,03/10/2022 02:23:22 PM,03/10/2022 02:24:51 PM,03/10/2022 02:25:56 PM,03/10/2022 10:46:35 PM,RTF,REPORT TO FOLLOW,N,1F02,011XX Blk Esplanade Ave,70116,1,POINT (-90.06416771 29.96621808),calls_for_service,,
C1077022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682390,536086,03/10/2022 02:25:07 PM,,,03/10/2022 02:32:33 PM,DUP,DUPLICATE,N,1A01,014XX Marais St,70116,1,POINT (-90.0650975 29.968026),calls_for_service,,
C1077122,38D,SIMPLE ASSAULT DOMESTIC,2D,66,EXTORTION (THREATS),1H,3690676,537531,03/10/2022 02:27:21 PM,03/10/2022 03:46:51 PM,03/10/2022 03:54:54 PM,03/10/2022 04:33:18 PM,RTF,REPORT TO FOLLOW,N,5D03,015XX Desire St,70117,5,POINT (-90.03888016 29.97174207),calls_for_service,,
C1105922,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103,DISTURBANCE (OTHER),1C,3695857,557774,03/10/2022 06:56:22 PM,03/10/2022 09:40:46 PM,03/10/2022 09:46:59 PM,03/10/2022 11:49:13 PM,RTF,REPORT TO FOLLOW,N,7D02,017XX Chimney Wood Ln,70126,7,POINT (-90.02178523 30.0272425),calls_for_service,,
A1877622,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3693694,549058,01/17/2022 05:11:13 PM,01/17/2022 05:21:23 PM,01/17/2022 05:26:22 PM,01/17/2022 06:56:42 PM,DUP,DUPLICATE,N,5Q03,Almonaster Ave & France Rd,70126,5,POINT (-90.02893314 30.00334503),calls_for_service,,
C1363022,30S,HOMICIDE BY SHOOTING,2C,37,AGGRAVATED ASSAULT,2E,3661151,528582,03/13/2022 01:04:32 AM,03/13/2022 01:06:54 AM,03/13/2022 01:11:46 AM,03/13/2022 10:39:58 AM,RTF,REPORT TO FOLLOW,N,2K01,083XX Zimpel St,70118,2,POINT (-90.1324221 29.94802177),calls_for_service,,
C1380122,64J,CARJACKING,2C,65J,CARJACKING- NO WEAPON,2C,3686968,539429,03/13/2022 07:00:46 AM,03/13/2022 07:20:36 AM,03/13/2022 11:03:12 AM,03/13/2022 12:34:41 PM,RTF,REPORT TO FOLLOW,N,5G02,Arts St & N Prieur St,70117,5,POINT (-90.05052401 29.977078),calls_for_service,,
C1436122,44,AGGRAVATED KIDNAPPING,2C,21,COMPLAINT OTHER,1J,3682138,532517,03/13/2022 07:34:23 PM,,03/13/2022 07:34:23 PM,03/13/2022 08:46:10 PM,RTF,REPORT TO FOLLOW,Y,8D06,006XX Blk Bourbon St,70112,8,POINT (-90.06601827 29.95821846),calls_for_service,,
C1451122,64G,ARMED ROBBERY WITH GUN,2C,37,AGGRAVATED ASSAULT,2E,3685542,536027,03/13/2022 10:53:12 PM,,03/13/2022 11:07:35 PM,03/14/2022 01:48:01 AM,RTF,REPORT TO FOLLOW,N,5B01,023XX N Rampart St,70117,5,POINT (-90.05514712 29.96776704),calls_for_service,,
C1459822,34D,AGGRAVATED BATTERY DOMESTIC,2A,35D,SIMPLE BATTERY DOMESTIC,2C,3712848,558063,03/14/2022 12:50:16 AM,03/14/2022 01:56:22 AM,03/14/2022 02:19:52 AM,03/14/2022 02:32:55 AM,GOA,GONE ON ARRIVAL,N,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96808617 30.02749184),calls_for_service,,
C1462922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3685804,544528,03/14/2022 01:33:36 AM,,03/14/2022 01:33:36 AM,03/14/2022 02:49:58 PM,RTF,REPORT TO FOLLOW,Y,3Y01,Benefit St & Saint Roch Ave,70122,3,POINT (-90.05401865 29.99113282),calls_for_service,,
C1463022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3686280,544455,03/14/2022 01:33:37 AM,03/14/2022 01:44:18 AM,03/14/2022 01:45:52 AM,03/14/2022 02:23:12 AM,DUP,DUPLICATE,N,3Y01,031XX Music St,70122,3,POINT (-90.05251725 29.99091759),calls_for_service,,
C0588922,42,AGGRAVATED RAPE,2C,21M,MISSING ADULT,1C,37369000,3513814,03/06/2022 09:44:12 AM,,03/08/2022 10:11:39 AM,03/08/2022 01:29:05 PM,RTF,REPORT TO FOLLOW,N,6E04,014XX Blk Erato St,70130,6,POINT (0 0),calls_for_service,,
C1464422,34S,AGGRAVATED BATTERY BY SHOOTING,2A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3710678,558616,03/14/2022 01:58:24 AM,03/14/2022 02:03:17 AM,03/14/2022 02:04:02 AM,03/14/2022 03:32:58 AM,DUP,DUPLICATE,N,7R08,056XX Read Blvd,70127,7,POINT (-89.97492279 30.02908336),calls_for_service,,
C1464722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3710678,558616,03/14/2022 01:58:45 AM,,,03/14/2022 02:02:58 AM,DUP,DUPLICATE,N,7R08,056XX Read Blvd,70127,7,POINT (-89.97492279 30.02908336),calls_for_service,,
C0761222,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3684940,537888,03/07/2022 09:51:37 PM,03/07/2022 09:56:44 PM,03/07/2022 09:56:52 PM,03/08/2022 12:09:39 AM,RTF,REPORT TO FOLLOW,N,5B03,001XX Blk Elysian Fields Ave,70117,5,POINT (-90.05698388 29.9729021),calls_for_service,,
C0769022,34C,AGGRAVATED BATTERY BY CUTTING,2D,21,COMPLAINT OTHER,1J,3680944,526884,03/07/2022 11:56:29 PM,03/07/2022 11:57:28 PM,03/08/2022 12:00:47 AM,03/08/2022 03:59:19 AM,RTF,REPORT TO FOLLOW,N,8G01,Magazine St & Andrew Higgins Dr,70130,8,POINT (-90.06998471 29.94276684),calls_for_service,,
C0782322,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3681340,536548,03/08/2022 03:32:29 AM,03/08/2022 03:33:29 AM,03/08/2022 03:40:16 AM,03/08/2022 04:01:43 AM,GOA,GONE ON ARRIVAL,N,1A01,Esplanade Ave & N Claiborne Ave,70116,1,POINT (-90.06839956 29.96932619),calls_for_service,,
C0106822,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3678158,536006,03/01/2022 10:53:19 PM,03/01/2022 11:36:38 PM,03/01/2022 11:38:36 PM,03/01/2022 11:40:33 PM,GOA,GONE ON ARRIVAL,N,1J03,Orleans Ave & N Miro St,70119,1,POINT (-90.07846767 29.96793364),calls_for_service,,
C0795922,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,03/08/2022 07:28:13 AM,03/08/2022 07:37:33 AM,03/08/2022 08:46:47 AM,03/08/2022 11:30:52 AM,RTF,REPORT TO FOLLOW,N,3H01,045XX Blk Toulouse St,70119,3,POINT (0 0),calls_for_service,,
C0800722,38D,SIMPLE ASSAULT DOMESTIC,2D,35,SIMPLE BATTERY,1F,3690505,529182,03/08/2022 08:20:45 AM,03/08/2022 08:24:11 AM,03/08/2022 08:36:09 AM,03/08/2022 10:18:05 AM,RTF,REPORT TO FOLLOW,N,4H01,006XX Wagner St,70114,4,POINT (-90.03971789 29.94879139),calls_for_service,,
C0813422,37,AGGRAVATED ASSAULT,1A,103,DISTURBANCE (OTHER),1C,3700630,535371,03/08/2022 10:38:57 AM,03/08/2022 11:30:47 PM,03/08/2022 11:39:13 PM,03/08/2022 11:41:34 PM,GOA,GONE ON ARRIVAL,N,5I06,017XX Saint Maurice Ave,70117,5,POINT (-90.00752161 29.96549086),calls_for_service,,
C0813522,34D,AGGRAVATED BATTERY DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3684103,538660,03/08/2022 10:39:25 AM,03/08/2022 12:11:45 PM,03/08/2022 12:15:31 PM,03/08/2022 02:41:24 PM,RTF,REPORT TO FOLLOW,N,5A04,017XX Touro St,70116,5,POINT (-90.05960031 29.97505069),calls_for_service,,
C0814722,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2E,3705856,553104,03/08/2022 10:53:50 AM,03/08/2022 10:59:11 AM,03/08/2022 11:03:32 AM,03/08/2022 01:15:07 PM,RTF,REPORT TO FOLLOW,N,7F02,082XX Chef Menteur Hwy,70126,7,POINT (-89.99036351 30.01408411),calls_for_service,,
C1467022,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3700453,532989,03/14/2022 02:36:27 AM,03/14/2022 02:37:49 AM,03/14/2022 02:46:04 AM,03/14/2022 06:16:19 AM,RTF,REPORT TO FOLLOW,N,5E03,Delery St & Saint Claude Ave,70117,5,POINT (-90.00816863 29.9589468),calls_for_service,,
C0820022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3690988,549180,03/08/2022 11:33:11 AM,03/08/2022 11:35:49 AM,03/08/2022 11:43:29 AM,03/08/2022 02:22:00 PM,RTF,REPORT TO FOLLOW,N,3U01,045XX Old Gentilly Rd,70126,3,POINT (-90.03747988 30.00376305),calls_for_service,,
C0825022,37,AGGRAVATED ASSAULT,2E,103,DISTURBANCE (OTHER),1C,3675343,525713,03/08/2022 12:15:41 PM,03/08/2022 12:27:36 PM,03/08/2022 12:28:07 PM,03/08/2022 12:58:46 PM,GOA,GONE ON ARRIVAL,N,6F06,024XX 1st St,70113,6,POINT (-90.0877104 29.93971604),calls_for_service,,
C0840722,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,03/08/2022 03:03:31 PM,03/08/2022 03:18:17 PM,03/08/2022 03:26:30 PM,03/08/2022 03:57:23 PM,DUP,DUPLICATE,N,2T03,032XX S Carrollton Ave,70118,2,POINT (0 0),calls_for_service,,
C0841922,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3681443,525530,03/08/2022 03:19:55 PM,,,03/08/2022 03:31:48 PM,DUP,DUPLICATE,N,6C01,Annunciation St & Calliope St,70130,6,POINT (-90.06845771 29.93902715),calls_for_service,,
C0847522,37,AGGRAVATED ASSAULT,2E,64G,ARMED ROBBERY WITH GUN,2C,3687340,543160,03/08/2022 04:02:35 PM,03/08/2022 04:03:27 PM,03/08/2022 04:11:44 PM,03/08/2022 07:01:09 PM,RTF,REPORT TO FOLLOW,N,3Y04,Franklin Ave & Industry St,70122,3,POINT (-90.04921769 29.98732338),calls_for_service,,
C0849522,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680547,538566,03/08/2022 04:16:12 PM,03/08/2022 04:18:18 PM,03/08/2022 04:22:16 PM,03/08/2022 05:19:33 PM,DUP,DUPLICATE,N,1B01,N Galvez St & Laharpe St,70119,1,POINT (-90.07083398 29.97489905),calls_for_service,,
C0849622,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3680808,538848,03/08/2022 04:16:33 PM,03/08/2022 04:17:20 PM,03/08/2022 04:19:04 PM,03/08/2022 09:56:18 PM,RTF,REPORT TO FOLLOW,N,1B01,016XX N Galvez St,70116,1,POINT (-90.06999816 29.97566771),calls_for_service,,
C0850322,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681502,539547,03/08/2022 04:21:46 PM,,,03/08/2022 04:23:57 PM,DUP,DUPLICATE,N,5A02,020XX Saint Bernard Ave,70116,5,POINT (-90.06778255 29.97756906),calls_for_service,,
C0858422,43,SIMPLE RAPE,2F,43,SIMPLE RAPE,2F,37369000,3513814,03/08/2022 05:32:31 PM,,03/08/2022 05:32:31 PM,03/08/2022 05:33:01 PM,RTF,REPORT TO FOLLOW,Y,8D03,005XX Blk N Rampart St,70112,8,POINT (0 0),calls_for_service,,
C0867622,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3698091,537337,03/08/2022 06:59:34 PM,03/08/2022 07:01:43 PM,03/08/2022 07:11:12 PM,03/08/2022 07:54:51 PM,GOA,GONE ON ARRIVAL,N,5I01,N Johnson St & Andry St,70117,5,POINT (-90.01547072 29.97097745),calls_for_service,,
C0887622,64J,CARJACKING,2C,64G,ARMED ROBBERY WITH GUN,2C,3697710,557603,03/08/2022 10:03:03 PM,03/08/2022 10:05:01 PM,03/08/2022 10:18:18 PM,03/08/2022 11:05:51 PM,RTF,REPORT TO FOLLOW,N,7D04,065XX I-10 Service Rd,70126,7,POINT (-90.01593804 30.02671493),calls_for_service,,
C0891022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704366,559389,03/08/2022 10:56:35 PM,03/08/2022 11:20:34 PM,03/08/2022 11:26:07 PM,03/08/2022 11:30:17 PM,GOA,GONE ON ARRIVAL,N,7O04,070XX Crowder Blvd,70126,7,POINT (-89.99483764 30.03141115),calls_for_service,,
C1492822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,03/14/2022 09:32:06 AM,,03/14/2022 11:53:16 AM,03/14/2022 02:08:42 PM,RTF,REPORT TO FOLLOW,N,7O09,072XX Claridge Ct,70127,7,POINT (0 0),calls_for_service,,
C1494122,64G,ARMED ROBBERY WITH GUN,1A,64,ARMED ROBBERY,2C,3721963,563976,03/14/2022 09:41:08 AM,03/14/2022 09:47:32 AM,03/14/2022 09:52:18 AM,03/14/2022 12:07:14 PM,RTF,REPORT TO FOLLOW,N,7L05,I-510 N & Lake Forest Blvd,70129,7,POINT (-89.93905719 30.04344845),calls_for_service,,
C1506422,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3692250,543513,03/14/2022 11:30:01 AM,03/14/2022 03:54:21 PM,03/14/2022 04:05:31 PM,03/14/2022 04:48:49 PM,RTF,REPORT TO FOLLOW,N,5Q02,034XX Treasure St,70126,5,POINT (-90.03369498 29.98814197),calls_for_service,,
C1522122,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,03/14/2022 01:46:41 PM,,03/14/2022 04:31:50 PM,03/14/2022 07:18:27 PM,RTF,REPORT TO FOLLOW,N,8C02,003XX Royal St,70130,8,POINT (0 0),calls_for_service,,
C1522822,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3684717,533979,03/14/2022 01:55:08 PM,03/14/2022 04:08:15 PM,03/14/2022 04:23:05 PM,03/14/2022 04:39:46 PM,GOA,GONE ON ARRIVAL,N,8F01,004XX Esplanade Ave,70116,8,POINT (-90.05782514 29.9621603),calls_for_service,,
C1528922,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3686249,534963,03/14/2022 03:12:37 PM,03/14/2022 03:16:03 PM,03/14/2022 03:26:59 PM,03/14/2022 04:46:08 PM,RTF,REPORT TO FOLLOW,N,5B01,Royal St & Spain St,70117,5,POINT (-90.05295302 29.96481845),calls_for_service,,
C1532722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3674341,533708,03/14/2022 03:46:11 PM,03/14/2022 03:47:09 PM,,03/14/2022 03:50:37 PM,GOA,GONE ON ARRIVAL,N,1G02,Tulane Ave & S Broad St,70119,1,POINT (-90.09060014 29.96172844),calls_for_service,,
C1540922,37,AGGRAVATED ASSAULT,1A,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,37369000,3513814,03/14/2022 04:43:29 PM,03/14/2022 04:49:30 PM,03/14/2022 04:59:10 PM,03/14/2022 06:15:47 PM,RTF,REPORT TO FOLLOW,N,1M05,004XX Blk S Broad St,None,0,POINT (0 0),calls_for_service,,
C1549422,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3689020,535941,03/14/2022 05:50:41 PM,03/14/2022 05:52:20 PM,03/14/2022 05:58:24 PM,03/14/2022 08:55:20 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Saint Claude Ave,70117,5,POINT (-90.04416478 29.96742394),calls_for_service,,
C1552322,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3682297,534021,03/14/2022 06:19:54 PM,03/14/2022 06:23:11 PM,03/14/2022 06:31:49 PM,03/14/2022 11:07:10 PM,RTF,REPORT TO FOLLOW,N,8E01,010XX Saint Philip St,70116,8,POINT (-90.06546435 29.96234894),calls_for_service,,
C1552422,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103F,FIGHT,2D,3699363,534110,03/14/2022 06:20:16 PM,03/14/2022 06:26:00 PM,03/14/2022 06:34:25 PM,03/14/2022 07:56:44 PM,RTF,REPORT TO FOLLOW,N,5E03,012XX Gordon St,70117,5,POINT (-90.01157006 29.9620631),calls_for_service,,
C1957922,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3708613,565373,03/18/2022 03:41:08 AM,,,03/18/2022 03:42:30 AM,DUP,DUPLICATE,N,7I13,101XX Curran Blvd,70127,7,POINT (-89.98119462 30.04772916),calls_for_service,,
C1272522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3698697,552574,03/12/2022 05:21:12 AM,03/12/2022 05:29:19 AM,,03/12/2022 06:03:27 AM,GOA,GONE ON ARRIVAL,N,7C05,I-10 E,70126,7,POINT (-90.01300157 30.01285515),calls_for_service,,
C1298522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3677581,538265,03/12/2022 11:21:22 AM,,03/12/2022 12:19:14 PM,03/12/2022 05:04:04 PM,RTF,REPORT TO FOLLOW,N,1N02,011XX N Broad St,70119,1,POINT (-90.08020984 29.97416276),calls_for_service,,
C1960422,34C,AGGRAVATED BATTERY BY CUTTING,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3682822,533415,03/18/2022 04:20:39 AM,03/18/2022 04:21:51 AM,03/18/2022 04:27:10 AM,03/18/2022 06:26:40 AM,RTF,REPORT TO FOLLOW,N,8E01,009XX Blk Bourbon St,70116,8,POINT (-90.06382707 29.96066807),calls_for_service,,
C1306922,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3691191,555548,03/12/2022 12:58:30 PM,03/12/2022 12:59:38 PM,03/12/2022 01:09:24 PM,03/12/2022 02:43:57 PM,RTF,REPORT TO FOLLOW,N,3V03,058XX Congress Dr,70126,3,POINT (-90.03660919 30.02126737),calls_for_service,,
C1022022,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3672852,534466,03/10/2022 02:39:48 AM,03/10/2022 02:40:41 AM,03/10/2022 02:50:58 AM,03/10/2022 05:00:21 AM,RTF,REPORT TO FOLLOW,N,1K01,S Salcedo St & Tulane Ave,70119,1,POINT (-90.09527563 29.96385742),calls_for_service,,
A1968222,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3686504,536245,01/18/2022 01:05:09 PM,01/18/2022 01:06:51 PM,01/18/2022 01:09:05 PM,01/18/2022 08:15:56 PM,RTF,REPORT TO FOLLOW,N,5B01,010XX Blk Saint Roch Ave,70117,5,POINT (-90.0521003 29.96833755),calls_for_service,,
C0403522,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,03/04/2022 02:49:25 PM,03/04/2022 03:18:32 PM,03/04/2022 08:48:41 PM,03/05/2022 12:30:59 AM,GOA,GONE ON ARRIVAL,N,2N03,049XX Clara St,70115,2,POINT (0 0),calls_for_service,,
C0431822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,103D,DOMESTIC DISTURBANCE,2C,3705410,561221,03/04/2022 08:03:04 PM,,,03/04/2022 10:36:54 PM,DUP,DUPLICATE,N,7O10,072XX Bunker Hill Rd,70127,7,POINT (-89.99147332 30.03641473),calls_for_service,,
C0433422,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3706226,559814,03/04/2022 08:22:18 PM,03/04/2022 08:23:04 PM,03/04/2022 08:26:45 PM,03/05/2022 01:23:30 AM,RTF,REPORT TO FOLLOW,N,7O10,088XX Bunker Hill Rd,70127,7,POINT (-89.98894385 30.03252085),calls_for_service,,
C0450922,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,03/05/2022 12:14:58 AM,03/05/2022 12:19:42 AM,03/05/2022 01:23:20 AM,03/05/2022 05:20:30 AM,RTF,REPORT TO FOLLOW,N,3I04,008XX Blk French St,70124,3,POINT (0 0),calls_for_service,,
