nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
C0182122,43,SIMPLE RAPE,2F,67,THEFT,1G,37369000,3513814,03/02/2022 02:37:15 PM,03/04/2022 12:43:41 PM,03/04/2022 01:13:25 PM,03/04/2022 03:30:56 PM,RTF,REPORT TO FOLLOW,N,1I01,I-10 W & Orleans Ave,70116,1,POINT (0 0),calls_for_service,,
B0207122,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3694728,523355,02/02/2022 01:50:46 PM,02/02/2022 01:53:08 PM,02/02/2022 02:02:15 PM,02/02/2022 02:18:43 PM,GOA,GONE ON ARRIVAL,N,4I02,019XX Elizardi Blvd,70114,4,POINT (-90.02659475 29.9326365),calls_for_service,,
B0207722,38D,SIMPLE ASSAULT DOMESTIC,2D,66,EXTORTION (THREATS),1H,3680207,530421,02/02/2022 01:55:34 PM,02/02/2022 07:09:22 PM,02/02/2022 07:23:39 PM,02/02/2022 08:48:02 PM,RTF,REPORT TO FOLLOW,N,8I01,008XX Gravier St,70112,8,POINT (-90.07219047 29.95251524),calls_for_service,,
C0218722,37,AGGRAVATED ASSAULT,1A,94,DISCHARGING FIREARM,2D,3702706,557999,03/02/2022 08:50:44 PM,03/03/2022 01:18:22 PM,03/04/2022 10:46:35 AM,03/04/2022 12:29:49 PM,RTF,REPORT TO FOLLOW,N,7Q03,S I-10 Service Rd & Parc Brittany Blvd,70126,7,POINT (-90.00013534 30.02764449),calls_for_service,,
C0221122,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37D,AGGRAVATED ASSAULT DOMESTIC,2C,3730759,561339,03/02/2022 09:24:11 PM,03/04/2022 04:09:58 PM,,03/04/2022 04:30:05 PM,GOA,GONE ON ARRIVAL,N,7M02,144XX Chef Menteur Hwy,70129,7,POINT (-89.91136158 30.03590016),calls_for_service,,
B0236322,42,AGGRAVATED RAPE,2C,21,COMPLAINT OTHER,1J,37369000,3513814,02/02/2022 05:58:08 PM,02/02/2022 05:58:08 PM,02/02/2022 06:06:15 PM,02/02/2022 09:26:44 PM,RTF,REPORT TO FOLLOW,N,6F02,024XX Blk S Liberty St,70113,6,POINT (0 0),calls_for_service,,
C0221222,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37D,AGGRAVATED ASSAULT DOMESTIC,1A,3727219,559968,03/02/2022 09:25:43 PM,03/04/2022 04:19:26 PM,,03/04/2022 04:51:02 PM,GOA,GONE ON ARRIVAL,N,7M02,136XX Chef Menteur Hwy,70129,7,POINT (-89.92260146 30.03224944),calls_for_service,,
B0241722,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3677273,533375,02/02/2022 06:50:38 PM,,,02/02/2022 06:52:54 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (-90.08135199 29.9607251),calls_for_service,,
B0254222,60,AGGRAVATED BURGLARY,2C,107,SUSPICIOUS PERSON,2C,3683557,546465,02/02/2022 09:03:33 PM,02/02/2022 09:08:41 PM,02/02/2022 09:16:28 PM,02/02/2022 09:30:21 PM,GOA,GONE ON ARRIVAL,N,3X02,030XX Gentilly Blvd,70122,3,POINT (-90.06104989 29.99652823),calls_for_service,,
B0071622,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3686969,536598,02/01/2022 02:41:23 PM,02/01/2022 03:14:32 PM,02/01/2022 03:19:58 PM,02/01/2022 03:29:02 PM,GOA,GONE ON ARRIVAL,N,5B02,011XX Franklin Ave,70117,5,POINT (-90.050621 29.96929266),calls_for_service,,
B0071722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3679412,532611,02/01/2022 02:41:51 PM,02/01/2022 03:10:29 PM,02/01/2022 03:13:11 PM,02/01/2022 04:29:10 PM,RTF,REPORT TO FOLLOW,N,1E01,015XX Iberville St,70112,1,POINT (-90.07462552 29.95856054),calls_for_service,,
B0074822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3692614,536082,02/01/2022 03:13:40 PM,02/01/2022 03:14:07 PM,,02/01/2022 06:25:11 PM,RTF,REPORT TO FOLLOW,N,5D03,013XX Blk France St,70117,5,POINT (-90.03281294 29.96769827),calls_for_service,,
B0076322,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3699531,557945,02/01/2022 03:26:00 PM,02/01/2022 03:34:14 PM,02/01/2022 03:42:59 PM,02/01/2022 07:14:08 PM,RTF,REPORT TO FOLLOW,N,7D06,068XX Lake Kenilworth Dr,70126,7,POINT (-90.01017042 30.02759573),calls_for_service,,
B0079222,43,SIMPLE RAPE,2F,93,CRUELITY TO JUVENILE,1C,37369000,3513814,02/01/2022 03:49:54 PM,,02/01/2022 03:49:54 PM,02/01/2022 03:50:39 PM,RTF,REPORT TO FOLLOW,Y,5E03,014XX Blk Tricou St,70117,5,POINT (0 0),calls_for_service,,
B0084222,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/01/2022 04:25:37 PM,02/01/2022 04:49:41 PM,02/01/2022 05:35:40 PM,02/01/2022 07:09:21 PM,GOA,GONE ON ARRIVAL,N,4C03,026XX Behrman Hwy,70114,4,POINT (0 0),calls_for_service,,
B0359522,60D,AGGRAVATED BURGLARY DOMESTIC,2B,62R,RESIDENCE BURGLARY,1E,3683557,546465,02/03/2022 04:43:04 PM,02/03/2022 07:08:17 PM,02/03/2022 07:17:52 PM,02/03/2022 11:24:48 PM,RTF,REPORT TO FOLLOW,N,3X02,030XX Gentilly Blvd,70122,3,POINT (-90.06104989 29.99652823),calls_for_service,,
B0095922,64G,ARMED ROBBERY WITH GUN,2C,21,COMPLAINT OTHER,1J,3731456,563233,02/01/2022 05:50:17 PM,,02/01/2022 05:50:17 PM,02/01/2022 10:31:25 PM,RTF,REPORT TO FOLLOW,Y,7L04,147XX Peltier Dr,70129,7,POINT (-89.9090847 30.04108306),calls_for_service,,
B0375722,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3691086,548901,02/03/2022 07:22:21 PM,02/03/2022 07:25:10 PM,02/03/2022 07:25:20 PM,02/03/2022 11:24:34 PM,RTF,REPORT TO FOLLOW,N,3U01,045XX Old Gentilly Rd,70126,3,POINT (-90.03717885 30.00299442),calls_for_service,,
A3167422,34D,AGGRAVATED BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3689850,544806,01/28/2022 07:19:32 PM,01/28/2022 07:21:50 PM,01/28/2022 07:27:58 PM,01/28/2022 07:40:26 PM,GOA,GONE ON ARRIVAL,N,5Q01,032XX Saint Ferdinand St,70126,5,POINT (-90.04122792 29.99177255),calls_for_service,,
B0405722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3669480,525298,02/04/2022 01:34:13 AM,02/04/2022 01:36:42 AM,02/04/2022 01:36:51 AM,02/04/2022 03:35:26 AM,RTF,REPORT TO FOLLOW,N,2N03,046XX Willow St,70115,2,POINT (-90.10623455 29.93874788),calls_for_service,,
B0425822,64J,CARJACKING,2C,64J,CARJACKING,2C,3683968,538853,02/04/2022 06:46:58 AM,02/04/2022 07:13:53 AM,02/04/2022 07:20:12 AM,02/04/2022 09:56:57 AM,RTF,REPORT TO FOLLOW,N,5A03,018XX Touro St,70116,5,POINT (-90.06001696 29.97558536),calls_for_service,,
B0427122,64J,CARJACKING,2C,64J,CARJACKING,2C,3691205,538640,02/04/2022 07:07:24 AM,02/04/2022 07:09:20 AM,02/04/2022 07:09:52 AM,02/04/2022 08:09:47 AM,DUP,DUPLICATE,N,5H01,Gallier St & N Prieur St,70117,5,POINT (-90.03716941 29.97477519),calls_for_service,,
B0442422,64G,ARMED ROBBERY WITH GUN,2C,64,ARMED ROBBERY,2C,3687127,546891,02/04/2022 09:33:08 AM,02/04/2022 06:23:24 PM,02/04/2022 07:37:41 PM,02/04/2022 10:39:22 PM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Lavender St,70122,3,POINT (-90.04975824 29.99758868),calls_for_service,,
B0489622,34D,AGGRAVATED BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3699182,560925,02/04/2022 05:49:59 PM,02/04/2022 05:51:14 PM,02/04/2022 06:11:15 PM,02/04/2022 06:33:10 PM,GOA,GONE ON ARRIVAL,N,7O02,072XX Wales St,70126,7,POINT (-90.01116299 30.03579987),calls_for_service,,
B2617922,37,AGGRAVATED ASSAULT,2E,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3690439,523125,02/22/2022 07:05:07 PM,,02/22/2022 07:19:14 PM,02/22/2022 09:29:26 PM,RTF,REPORT TO FOLLOW,N,4B01,017XX Blk Vespasian St,70114,4,POINT (-90.0401416 29.93213832),calls_for_service,,
B2620522,37D,AGGRAVATED ASSAULT DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3695831,556139,02/22/2022 07:52:39 PM,02/22/2022 09:06:09 PM,02/22/2022 09:23:01 PM,02/23/2022 01:25:20 AM,RTF,REPORT TO FOLLOW,N,7D01,069XX Deanne St,70126,7,POINT (-90.02192673 30.0227487),calls_for_service,,
B2620722,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3704098,563024,02/22/2022 07:53:33 PM,02/23/2022 12:15:41 PM,02/23/2022 12:36:08 PM,02/23/2022 12:46:23 PM,GOA,GONE ON ARRIVAL,N,7P01,086XX Dinkins St,70127,7,POINT (-89.99555047 30.04141614),calls_for_service,,
B2624922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696701,534890,02/22/2022 08:39:07 PM,02/22/2022 08:40:15 PM,02/22/2022 08:44:11 PM,02/23/2022 03:00:57 AM,RTF,REPORT TO FOLLOW,N,5E02,013XX Lizardi St,70117,5,POINT (-90.01994645 29.96429346),calls_for_service,,
B0254922,60D,AGGRAVATED BURGLARY DOMESTIC,2B,21,COMPLAINT OTHER,2A,3705157,555410,02/02/2022 09:08:17 PM,02/02/2022 09:10:03 PM,02/02/2022 09:21:02 PM,02/02/2022 11:00:00 PM,RTF,REPORT TO FOLLOW,N,7F02,047XX Eastview Dr,70126,7,POINT (-89.99248517 30.02044638),calls_for_service,,
B2640522,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3726479,562417,02/23/2022 01:36:24 AM,02/23/2022 01:38:46 AM,02/23/2022 01:44:23 AM,02/23/2022 06:45:24 AM,RTF,REPORT TO FOLLOW,N,7L02,136XX Granville St,70129,7,POINT (-89.92484283 30.03901043),calls_for_service,,
B2476922,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/21/2022 11:36:25 AM,02/21/2022 01:36:12 PM,02/21/2022 01:47:29 PM,02/21/2022 04:59:31 PM,RTF,REPORT TO FOLLOW,N,1J04,026XX Blk Saint Philip St,70119,1,POINT (0 0),calls_for_service,,
B2672222,37,AGGRAVATED ASSAULT,2E,35,SIMPLE BATTERY,1F,3699468,557392,02/23/2022 10:16:36 AM,02/23/2022 04:11:39 PM,02/23/2022 05:43:05 PM,02/23/2022 07:06:09 PM,RTF,REPORT TO FOLLOW,N,7Q01,I-10 E & Morrison Rd Exit,70126,7,POINT (-90.01038812 30.02607893),calls_for_service,,
B2672822,37D,AGGRAVATED ASSAULT DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3717927,557684,02/23/2022 10:21:16 AM,02/23/2022 10:24:16 AM,02/23/2022 10:44:13 AM,02/23/2022 01:18:13 PM,RTF,REPORT TO FOLLOW,N,7J04,Sherwood Dr & Pressburg St,70128,7,POINT (-89.95205238 30.02628161),calls_for_service,,
B2691222,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3692401,535229,02/23/2022 01:51:23 PM,02/23/2022 03:14:31 PM,02/23/2022 03:15:34 PM,02/23/2022 03:22:50 PM,GOA,GONE ON ARRIVAL,N,5D02,France St & Saint Claude Ave,70117,5,POINT (-90.03351407 29.96536138),calls_for_service,,
B0624222,64J,CARJACKING,2C,64J,CARJACKING,2C,3697258,552375,02/05/2022 07:41:36 PM,02/05/2022 07:43:11 PM,02/05/2022 07:52:24 PM,02/05/2022 10:26:13 PM,RTF,REPORT TO FOLLOW,N,7C03,061XX Blk Warfield St,70126,7,POINT (-90.0175552 30.01235328),calls_for_service,,
B2316022,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3672747,528452,02/19/2022 10:21:02 PM,02/19/2022 10:22:40 PM,02/19/2022 10:30:36 PM,02/20/2022 12:24:21 AM,RTF,REPORT TO FOLLOW,N,6K01,3rd St & S Galvez St,70125,6,POINT (-90.09581189 29.94732352),calls_for_service,,
B1175322,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3682877,543196,02/10/2022 06:02:43 AM,02/10/2022 06:04:00 AM,02/10/2022 06:07:47 AM,02/10/2022 11:22:38 AM,RTF,REPORT TO FOLLOW,N,3X02,029XX Saint Anthony Ave,70122,3,POINT (-90.06331158 29.98755914),calls_for_service,,
B2318422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3699095,561560,02/19/2022 10:54:03 PM,,02/19/2022 11:01:28 PM,02/20/2022 01:54:35 AM,RTF,REPORT TO FOLLOW,N,7O02,072XX Hayne Blvd,70126,7,POINT (-90.01141711 30.03754954),calls_for_service,,
B1268722,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3704594,560875,02/10/2022 09:02:34 PM,,,02/11/2022 11:10:21 PM,VOI,VOID,N,7O09,084XX Beechwood Ct,70127,7,POINT (-89.99406205 30.03548963),calls_for_service,,
A2325422,30S,HOMICIDE BY SHOOTING,2C,29,DEATH,1D,3713659,553400,01/21/2022 03:32:18 PM,01/21/2022 03:39:02 PM,01/21/2022 03:42:32 PM,01/21/2022 08:17:48 PM,RTF,REPORT TO FOLLOW,N,7G06,102XX Old Gentilly Rd,70127,7,POINT (-89.96569927 30.01464433),calls_for_service,,
B0704122,34D,AGGRAVATED BATTERY DOMESTIC,1A,34D,AGGRAVATED BATTERY DOMESTIC,2C,3679928,532666,02/06/2022 11:54:37 AM,02/07/2022 08:34:39 AM,02/07/2022 08:47:54 AM,02/07/2022 08:58:11 AM,GOA,GONE ON ARRIVAL,N,1E01,003XX Treme St,70112,1,POINT (-90.07299325 29.95869641),calls_for_service,,
B0352822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/03/2022 03:40:53 PM,02/03/2022 06:06:43 PM,02/03/2022 06:06:51 PM,02/03/2022 06:25:19 PM,GOA,GONE ON ARRIVAL,N,4C03,026XX Behrman Hwy,70114,4,POINT (0 0),calls_for_service,,
B0753922,34C,AGGRAVATED BATTERY BY CUTTING,2D,21,COMPLAINT OTHER,1J,3682504,538019,02/06/2022 08:37:25 PM,02/06/2022 08:37:38 PM,02/06/2022 08:41:08 PM,02/06/2022 10:07:48 PM,RTF,REPORT TO FOLLOW,N,5A02,016XX N Claiborne Ave,70116,5,POINT (-90.06467035 29.97333723),calls_for_service,,
B0764922,37D,AGGRAVATED ASSAULT DOMESTIC,2C,911,SILENT 911 CALL,2F,3678557,537046,02/06/2022 10:58:59 PM,02/06/2022 11:00:09 PM,02/06/2022 11:11:46 PM,02/07/2022 02:57:49 AM,RTF,REPORT TO FOLLOW,N,1J04,010XX N Tonti St,70119,1,POINT (-90.07716929 29.97078087),calls_for_service,,
B0841122,44,AGGRAVATED KIDNAPPING,2C,44,AGGRAVATED KIDNAPPING,2C,3706431,561901,02/07/2022 02:34:56 PM,02/07/2022 03:47:36 PM,02/07/2022 03:51:30 PM,02/07/2022 09:42:04 PM,RTF,REPORT TO FOLLOW,N,7O10,072XX Bundy Rd,70127,7,POINT (-89.9882189 30.03825186),calls_for_service,,
A0425822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3702566,553278,01/04/2022 05:04:49 PM,01/04/2022 05:21:31 PM,01/04/2022 05:22:21 PM,01/05/2022 12:05:22 AM,RTF,REPORT TO FOLLOW,N,7E01,045XX Rhodes Dr,70126,7,POINT (-90.00075216 30.01466597),calls_for_service,,
B0519722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3666859,533414,02/04/2022 11:13:00 PM,02/04/2022 11:39:21 PM,02/04/2022 11:44:11 PM,02/05/2022 02:41:57 AM,RTF,REPORT TO FOLLOW,N,2U04,031XX S Carrollton Ave,70125,2,POINT (-90.11423736 29.96114197),calls_for_service,,
B0529022,64,ARMED ROBBERY,2C,21,COMPLAINT OTHER,2A,3675945,538468,02/05/2022 12:48:34 AM,02/05/2022 12:49:51 AM,02/05/2022 12:52:37 AM,02/05/2022 02:43:35 AM,RTF,REPORT TO FOLLOW,N,1N03,009XX N Salcedo St,70119,1,POINT (-90.08537203 29.97476786),calls_for_service,,
B0791722,64J,CARJACKING,2C,64,ARMED ROBBERY,2C,3680743,539861,02/07/2022 05:15:09 AM,02/07/2022 05:16:16 AM,02/07/2022 05:25:20 AM,02/07/2022 05:28:46 AM,GOA,GONE ON ARRIVAL,N,1C02,022XX D'Abadie St,70119,1,POINT (-90.07016967 29.97845601),calls_for_service,,
B0797722,64G,ARMED ROBBERY WITH GUN,2C,64,ARMED ROBBERY,2C,3677869,527096,02/07/2022 07:07:30 AM,02/07/2022 07:09:03 AM,02/07/2022 07:18:10 AM,02/07/2022 10:25:18 AM,RTF,REPORT TO FOLLOW,N,6H03,Erato St & S Saratoga St,70113,6,POINT (-90.07968688 29.94344279),calls_for_service,,
B1114522,37,AGGRAVATED ASSAULT,1A,107,SUSPICIOUS PERSON,2C,3684725,550130,02/09/2022 04:43:39 PM,02/10/2022 02:29:04 AM,,02/10/2022 02:42:33 AM,GOA,GONE ON ARRIVAL,N,3T01,Carnot St & Mandeville St,70122,3,POINT (-90.05723192 30.00656879),calls_for_service,,
B0821922,37,AGGRAVATED ASSAULT,2E,62C,SIMPLE BURGLARY VEHICLE,1G,3665269,519123,02/07/2022 11:25:24 AM,02/07/2022 11:56:21 AM,02/07/2022 12:28:29 PM,02/07/2022 02:03:13 PM,RTF,REPORT TO FOLLOW,N,2F01,008XX Eleonore St,70115,2,POINT (-90.1197344 29.92189114),calls_for_service,,
B1138522,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3686924,528326,02/09/2022 08:34:47 PM,02/09/2022 08:36:34 PM,02/09/2022 08:38:29 PM,02/10/2022 02:36:28 AM,RTF,REPORT TO FOLLOW,N,4F01,Homer St & Nunez St,70114,4,POINT (-90.05105547 29.94654971),calls_for_service,,
B1143422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3689601,539336,02/09/2022 09:33:06 PM,02/09/2022 09:37:22 PM,02/09/2022 09:41:57 PM,02/10/2022 01:58:59 AM,RTF,REPORT TO FOLLOW,N,5G04,019XX Feliciana St,70117,5,POINT (-90.04221069 29.97674),calls_for_service,,
B0860922,60D,AGGRAVATED BURGLARY DOMESTIC,2B,62R,RESIDENCE BURGLARY,1E,3707690,559016,02/07/2022 05:29:34 PM,02/07/2022 05:49:21 PM,02/07/2022 05:59:02 PM,02/07/2022 11:00:51 PM,RTF,REPORT TO FOLLOW,N,7R04,067XX Bundy Rd,70127,7,POINT (-89.98434801 30.0302805),calls_for_service,,
B0873022,43,SIMPLE RAPE,2F,21,COMPLAINT OTHER,1J,37369000,3513814,02/07/2022 07:13:37 PM,,02/07/2022 07:13:37 PM,02/07/2022 08:42:44 PM,RTF,REPORT TO FOLLOW,Y,1H01,020XX Canal St,70112,1,POINT (0 0),calls_for_service,,
B1150522,64K,ARMED ROBBERY WITH KNIFE,2C,62B,BUSINESS BURGLARY,2C,3684238,544099,02/09/2022 11:33:41 PM,,02/09/2022 11:36:45 PM,02/10/2022 03:36:58 AM,RTF,REPORT TO FOLLOW,N,3X01,031XX Elysian Fields Ave,70122,3,POINT (-90.05898236 29.99000186),calls_for_service,,
B0885822,37,AGGRAVATED ASSAULT,2E,21,COMPLAINT OTHER,1J,3684057,547592,02/07/2022 09:34:46 PM,,02/07/2022 09:34:46 PM,02/07/2022 10:24:18 PM,RTF,REPORT TO FOLLOW,Y,3Q04,Gentilly Blvd & Elysian Fields Ave,70122,3,POINT (-90.05943049 29.99961078),calls_for_service,,
B0889222,64J,CARJACKING,2C,64G,ARMED ROBBERY WITH GUN,2C,3675365,527906,02/07/2022 10:19:05 PM,02/07/2022 10:19:52 PM,02/07/2022 10:22:07 PM,02/07/2022 11:15:48 PM,RTF,REPORT TO FOLLOW,N,6J02,Martin Luther King Jr Blvd & Willow St,70113,6,POINT (-90.08756388 29.94574496),calls_for_service,,
B0567022,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,02/05/2022 09:36:07 AM,02/05/2022 09:37:18 AM,02/05/2022 09:54:34 AM,02/05/2022 12:50:44 PM,RTF,REPORT TO FOLLOW,N,2M04,001XX Janet Yulman Way,70118,2,POINT (0 0),calls_for_service,,
B0575022,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3675597,552540,02/05/2022 10:51:07 AM,02/05/2022 10:52:40 AM,02/05/2022 10:54:40 AM,02/05/2022 03:20:28 PM,RTF,REPORT TO FOLLOW,N,3J04,054XX Wisner Blvd,70124,3,POINT (-90.0859858 30.01347156),calls_for_service,,
B0580822,37,AGGRAVATED ASSAULT,2E,103,DISTURBANCE (OTHER),1C,3696076,518537,02/05/2022 11:43:24 AM,02/05/2022 11:58:52 AM,02/05/2022 11:59:19 AM,02/05/2022 02:33:12 PM,UNF,UNFOUNDED,N,4C02,036XX Garden Oaks Dr,70114,4,POINT (-90.02251128 29.91934731),calls_for_service,,
B0587622,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/05/2022 12:48:16 PM,02/05/2022 03:34:21 PM,02/05/2022 03:40:41 PM,02/05/2022 04:02:07 PM,GOA,GONE ON ARRIVAL,N,2V03,015XX S Rendon St,70125,2,POINT (0 0),calls_for_service,,
B0604622,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3680948,534837,02/05/2022 03:55:21 PM,02/05/2022 03:56:17 PM,02/05/2022 03:58:53 PM,02/05/2022 07:14:15 PM,RTF,REPORT TO FOLLOW,N,1F01,009XX N Villere St,70116,1,POINT (-90.06969514 29.96463352),calls_for_service,,
B0606022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3677273,533375,02/05/2022 04:10:02 PM,02/05/2022 04:12:33 PM,02/05/2022 04:15:09 PM,02/05/2022 04:26:39 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (-90.08135199 29.9607251),calls_for_service,,
B0611122,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3672988,523702,02/05/2022 05:15:36 PM,02/05/2022 05:17:24 PM,02/05/2022 05:20:52 PM,02/05/2022 07:18:42 PM,RTF,REPORT TO FOLLOW,N,6Q02,034XX S Liberty St,70115,6,POINT (-90.09521188 29.9342547),calls_for_service,,
B0611522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3686879,535700,02/05/2022 05:18:11 PM,,02/05/2022 05:29:30 PM,02/05/2022 07:59:07 PM,GOA,GONE ON ARRIVAL,N,5B01,009XX Music St,70117,5,POINT (-90.05093632 29.96682552),calls_for_service,,
B0613022,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3682664,526547,02/05/2022 05:34:02 PM,02/05/2022 05:36:34 PM,02/05/2022 05:39:19 PM,02/05/2022 07:09:39 PM,GOA,GONE ON ARRIVAL,N,8A01,90Blk Convention Center Blvd,70130,8,POINT (-90.06456855 29.94178623),calls_for_service,,
C0962922,64,ARMED ROBBERY,2C,67A,AUTO THEFT,1D,3686913,534420,03/09/2022 02:54:48 PM,03/09/2022 03:52:09 PM,03/09/2022 04:10:26 PM,03/09/2022 06:52:27 PM,RTF,REPORT TO FOLLOW,N,5C01,005XX Blk Port St,70117,5,POINT (-90.05087394 29.96330602),calls_for_service,,
B0632522,37,AGGRAVATED ASSAULT,1A,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,3674243,521515,02/05/2022 09:04:52 PM,02/05/2022 09:08:56 PM,02/05/2022 09:20:08 PM,02/05/2022 09:52:17 PM,RTF,REPORT TO FOLLOW,N,6D01,Saint Charles Ave & Louisiana Ave,70115,6,POINT (-90.09132645 29.92820594),calls_for_service,,
B0643722,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/05/2022 10:56:19 PM,,02/05/2022 10:56:19 PM,02/05/2022 11:02:52 PM,RTF,REPORT TO FOLLOW,Y,4I04,002XX Blk Kraft Pl,70114,4,POINT (0 0),calls_for_service,,
B0898722,34C,AGGRAVATED BATTERY BY CUTTING,2D,103,DISTURBANCE (OTHER),1C,3690049,541100,02/08/2022 12:33:53 AM,02/08/2022 12:36:06 AM,02/08/2022 12:39:53 AM,02/08/2022 04:36:54 AM,RTF,REPORT TO FOLLOW,N,5M03,024XX Feliciana St,70117,5,POINT (-90.04073445 29.98157745),calls_for_service,,
B0955622,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,37369000,3513814,02/08/2022 12:07:06 PM,,02/08/2022 12:07:06 PM,02/08/2022 05:27:30 PM,RTF,REPORT TO FOLLOW,Y,8J01,007XX Loyola Ave,70113,8,POINT (0 0),calls_for_service,,
B0955922,37,AGGRAVATED ASSAULT,2E,58,RETURN FOR ADDITIONAL INFO,1I,3724134,558711,02/08/2022 12:07:58 PM,02/08/2022 12:14:01 PM,02/08/2022 12:26:51 PM,02/08/2022 12:37:09 PM,GOA,GONE ON ARRIVAL,N,7M01,129XX Chef Menteur Hwy,70129,7,POINT (-89.93239904 30.02889965),calls_for_service,,
B0957722,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3730795,562598,02/08/2022 12:20:40 PM,02/08/2022 12:22:19 PM,02/08/2022 12:36:52 PM,02/08/2022 05:38:57 PM,RTF,REPORT TO FOLLOW,N,7L04,144XX Peltier Dr,70129,7,POINT (-89.91119662 30.03935971),calls_for_service,,
B0960222,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3671001,534083,02/08/2022 12:45:20 PM,,,02/08/2022 12:47:04 PM,GOA,GONE ON ARRIVAL,N,1K02,I-10 W,70119,1,POINT (-90.10113272 29.96286033),calls_for_service,,
B1285622,64J,CARJACKING,2C,64J,CARJACKING,2C,3679244,521476,02/11/2022 12:34:16 AM,02/11/2022 12:36:36 AM,02/11/2022 12:37:54 AM,02/11/2022 04:26:33 AM,RTF,REPORT TO FOLLOW,N,6A06,009XX Jackson Ave,70130,6,POINT (-90.07553924 29.92794709),calls_for_service,,
