item_number,Signal Code
K-17971-18,67
K-15621-18,64J
K-18987-18,20
K-19003-18,21
K-18939-18,966
G-23362-18,21
K-19053-18,966
K-19157-18,64
K-13661-18,34C
K-13661-18,34C
K-19669-18,35
K-19674-18,65
K-20038-18,62B
J-16695-18,64G
K-19034-18,21
K-19034-18,95G
K-20497-18,94
K-20114-18,65
K-20799-18,20
K-04631-18,34C
K-20749-18,65
K-20586-18,966
K-20655-18,966
K-20664-18,21
K-21355-18,62R
K-21679-18,20
K-03643-18,966
K-22270-18,20
K-22594-18,103F
K-22531-18,65
K-22908-18,20
K-22574-18,100F
K-23351-18,20I
K-23615-18,35
K-23014-18,62B
K-24492-18,62C
K-23014-18,62B
K-24505-18,35
K-24645-18,20
K-23497-18,67A
K-24706-18,20-I
K-24625-18,64
K-24777-18,65
K-25344-18,20
K-24862-18,37
K-25558-18,966
K-25602-18,966
K-25303-18,103F
K-13978-18,34S
K-25984-18,64G
K-25961-18,100
K-24625-18,27-64
K-24658-18,65
K-26129-18,65
K-26500-18,20
K-26483-18,20
K-26492-18,62C
K-26492-18,62C
K-26798-18,20
K-26844-18,20
K-26874-18,103
K-27413-18,21
K-25933-18,64G
K-22581-18,64G
K-19157-18,64
K-28019-18,20
K-25737-18,67A
K-28274-18,20
K-26919-18,30
K-28632-18,35-D
K-28766-18,103F
K-28842-18,24
K-29640-18,20
K-18995-18,966
K-29714-18,20
K-29892-18,20
K-20692-18,30S
K-19034-18,95G
K-30655-18,107
K-23393-18,62C
K-31520-18,106
K-23393-18,62C
K-08976-18,64G
K-31605-18,20
K-31692-18,100
K-31999-18,103F
K-32321-18,37
K-32842-18,100
K-33225-18,107
K-33289-18,20
K-33316-18,21
K-33454-18,20
K-33543-18,37
K-33718-18,21
K-33786-18,64G
K-34044-18,20
K-34307-18,107
K-34609-18,20I
K-34595-18,20
K-32956-18,67A
K-34595-18,20I
K-35094-18,21
K-35383-18,20
K-31436-18,67A
K-30126-18,62B
K-35784-18,20
K-32952-18,67A
K-26919-18,30S
J-40416-18,43
K-36200-18,966
K-36333-18,62
K-31230-18,65
K-36397-18,20I
K-26129-18,65
K-36654-18,56
K-32799-18,21
K-36893-18,103
K-33786-18,64G
K-36337-18,30
K-37170-18,21ID
K-36988-18,62B
K-37287-18,21
K-35869-18,64G
K-37508-18,37
K-35869-18,64-G
K-37959-18,35
K-38002-18,35D
K-38212-18,67A
K-29738-18,67A/62C
K-36397-18,20I
K-38451-18,103F
K-32799-18,21
K-35869-18,64G
K-38711-18,20
K-36242-18,67A
K-39005-18,67S
K-39095-18,65J
K-39100-18,67A
K-37033-18,67A
K-39277-18,20I
K-39480-18,20I
K-39685-18,62B
K-40061-18,100
K-40733-18,34S
L-00121-18,66
L-00134-18,103F
L-00165-18,34C
L-00197-18,65
L-00523-18,21
L-00606-18,103
L-00628-18,34-S
L-00732-18,107
L-00762-18,94
L-00807-18,20
L-01257-18,103F
L-01308-18,20
L-00197-18,65
L-01666-18,107
L-01359-18,64G
L-01760-18,20I
K-31678-18,67S
L-01359-18,64G
L-02023-18,67-S
L-02061-18,103
L-01359-18,64-G
L-02401-18,21
L-02446-18,62R
L-03018-18,20I
L-03052-18,100
L-03075-18,37
L-03216-18,966
G-23362-18,21
L-03234-18,20I
L-03358-18,21
L-02227-18,37
L-03742-18,65
L-00197-18,65
L-02061-18,103
L-03557-18,65
L-03870-18,67A
L-02885-18,27-64K
L-03973-18,20
L-02885-18,64K
L-04235-18,100I
L-04265-18,20
L-04380-18,20
K-40512-18,34s
L-04437-18,966
K-32952-18,67A
K-39100-18,67A
L-04256-18,107
K-39417-18,64G
L-04675-18,966
G-23362-18,21
L-01359-18,64G
L-05272-18,103-F
L-05343-18,35D
L-05401-18,20
L-05530-18,18
L-05573-18,20
L-05535-18,18
L-05579-18,67A
L-05788-18,100I
L-05046-18,64G
K-39417-18,64J
L-05945-18,34S
L-05918-18,21
L-05945-18,34S
L-06057-18,20I
L-06167-18,21
L-05945-18,94
L-06990-18,103
L-06732-18,34S
L-06732-18,34S
L-07231-18,21
K-24154-18,35
L-07578-18,20I
L-07816-18,20I
L-07848-18,100
L-07913-18,20
L-08091-18,67-P
L-07827-18,62C
L-08318-18,100
L-06689-18,21ID
L-08396-18,20I
2018-0663,2018-0663-R
L-06689-18,21
L-08691-18,20
L-08960-18,20I
L-08548-18,65D
L-08077-18,64G
L-09581-18,34C
L-09787-18,20
L-09938-18,20
L-09969-18,64J
L-10352-18,64
L-10343-18,35D
L-10570-18,20I
L-10663-18,100
L-10694-18,62C
L-10694-18,62C
L-10880-18,20X
L-04265-18,20
L-06732-18,34S
L-11514-18,34S
L-11879-18,35
L-12042-18,20
L-12269-18,34C
L-09787-18,100
L-12353-18,20
L-07827-18,62C
K-12474-18,966
K-14794-18,80
L-12591-18,100
L-13271-18,20
L-13323-18,103
L-13650-18,35
L-13766-18,20
L-13811-18,18
L-14046-18,103
K-14171-18,20I
L-14500-18,21
L-14669-18,35
L-15027-18,20
L-15076-18,34s
L-14922-18,20
L-04437-18,966
L-15249-18,20
L-09356-18,10 28P
L-15434-18,34c
L-15524-18,21
L-15981-18,20
L-16114-18,64G
L-16311-18,20I
L-16345-18,64G
L-16582-18,20
L-16789-18,966
G-23362-18,21
G-23362-18,21
L-16996-18,94
L-17601-18,34
L-17696-18,18
L-17648-18,20I
L-04437-18,966
L-17914-18,20-I
L-12340-18,62R
L-17995-18,67
L-18165-18,103
L-18223-18,67S
L-19152-18,18
L-18824-18,62R
L-19501-18,107
L-19556-18,18
L-19590-18,103M
L-19797-18,34-S
L-17876-18,65
L-19435-18,67A
L-19683-18,67S
L-17876-18,65
L-17876-18,65
L-20377-18,18
L-20482-18,18
L-20852-18,20-I
L-20880-18,67A
L-21254-18,100
L-21245-18,67A
L-21239-18,64J
L-21679-18,20
L-21558-18,20
L-20299-18,30S
L-21944-18,30S
L-21985-18,966
L-22429-18,20
L-22349-18,35
L-22443-18,65
L-22593-18,64J
L-22968-18,107
L-21245-18,67A
L-23384-18,966
L-23574-18,966
G-23362-18,21
K-26919-18,30s
L-23621-18,42
L-18490-18,64G
L-23621-18,42
L-24162-18,103F
L-23974-18,27-64K
L-24149-18,100-I
L-24388-18,18
L-24395-18,21
: L-24416-18,37
L-24643-18,20-I
L-24557-18,67A
L-24768-18,21
G-23362-18,21
L-24990-18,29ST
L-25246-18,100
L-25397-18,37
L-25551-18,21
L-25843-18,65
L-26491-18,20
L-26722-18,20I
L-26704-18,64G
L-26960-18,103-F
L-27006-18,62R
L-27065-18,20
L-27156-18,20
L-27336-18,20
L-27542-18,64K
L-21944-18,30
L-28101-18,103F
L-23038-18,34S
L-28406-18,20
L-28442-18,20
L-28114-18,103
L-28438-18,34S
L-28438-18,34-S
L-28902-18,37
L-29171-18,100
L-29178-18,107
L-29274-18,20
L-29370-18,64-G
L-29528-18,107
L-29356-18,67
L-26037-18,37
L-30512-18,30
L-30663-18,100I
L-30763-18,62C
L-30861-18,103D
L-31136-18,20I
L-31113-18,34
L-30836-18,67AR
L-31300-18,103
L-31365-18,34-S
L-31317-18,35
L-31881-18,21
L-31959-18,67
L-32040-18,34S
L-32205-18,20
L-32226-18,34S
L-32393-18,20
L-32416-18,34S
L-32416-18,30s
L-32723-18,20
L-30471-18,100I
L-32712-18,55
L-32908-18,100
L-32987-18,20I
L-32815-18,64G
L-18418-18,65
L-33373-18,20I
L-33337-18,62C
L-33445-18,21
L-33385-18,37
L-06598-18,30S
L-19797-18,34S
L-32040-18,34S
L-26704-18,64K
L-15079-18,64G
L-34046-18,21
L-34353-18,20
L-28470-18,62C
L-02446-18,62R
L-34838-18,44
L-34932-18,64J
L-34673-18,56
L-35208-18,24
L-35279-18,35
L-35291-18,67AR
L-35530-18,62B
L-34838-18,44
L-20593-18,67
L-36055-18,966
L-36157-18,20
G-23362-18,21
L-36195-18,20
L-36170-18,20
L-36147-18,64G
L-36141-18,20
L-19888-18,966
L-36333-18,966
L-36569-18,65P
L-36528-18,95
L-36745-18,30C
L-36745-18,30C
L-37061-18,22A
L-36745-18,30C
L-37273-18,18
L-33546-18,34s
L-37395-18,100
L-37624-18,100
L-24812-18,65P
L-37460-18,18
L-37408-18,65
L-37636-18,100
L-37904-18,21
L-36147-18,64G
L-38019-18,43
L-38192-18,18
L-36147-18,64G
L-38500-18,94
L-38661-18,18
L-38879-18,20
L-37913-18,62C
L-39001-18,34-S
L-38906-18,21
L-37963-18,65
L-39495-18,103F
L-39573-18,20
L-39727-18,63
L-39912-18,60
L-39304-18,1055
L-40189-18,20
L-40470-18,20
L-40444-18,21
L-40502-18,20I
L-40543-18,20C
A-00033-19,67AR
G-23362-18,21
L-40589-18,34S
A-00108-19,103
L-39129-18,21
A-00448-19,103F
A-00554-19,21P
A-00613-19,67P
A-00670-18,67
A-00760-19,100
L-39001-18,30S
L-40332-18,21
A-01223-19,67A
G-23362-18,21
L-33546-18,27-30
A-01558-19,94-F
A-02122-19,20I
A-02230-19,21
A-02224-19,103
A-01230-19,21M
G-23362-18,966
A-02114-19,107
A-02527-19,966
A-02583-19,966
A-02643-19,94
A-02753-19,103-F
A-02717-19,103
A-02966-19,27/67C
A-03160-19,107
A-03205-19,103
A-03289-19,18
A-03388-19,20
A-03320-19,20
A-01826-19,67
L-38572-18,67A
L-04437-18,966
L-04437-18,966
L-04437-18,966
A-03665-19,18
A-03414-19,100
L-40517-18,103
A-03986-19,35
L-28438-18,34S
A-04528-19,103F
A-03728-19,21
L-36203-18,100
A-05183-19,67A
A-05253-19,30
A-04441-19,62C
A-05473-19,34S
A-05269-19,21
A-05359-19,64G
A-05563-19,64G
A-05724-19,65P
A-05821-19,20
A-05833-19,20
L-37913-18,62C
A-06973-19,20I
A-07197-19,103F
A-07215-19,20I
A-06938-19,62C
A-07291-19,94
L-25221-18,37D
A-06228-19,100-I
A-06165-19,67-A
A-06341-19,62C
A-06685-19,37
A-06235-19,37
A-07875-19,21
A-07987-19,67AR
A-08160-19,18
A-08179-19,18
A-08232-19,20
A-08238-19,18
A-08238-19,100
A-08336-19,18
A-08366-19,20
A-08478-19,18
A-08449-19,56
A-08428-19,103
A-08539-19,20
A-08619-19,107
A-08841-19,966
A-08962-19,30S
L-30496-18,62C
A-09519-19,20
A-09547-19,100x
A-09666-19,18
A-09547-19,100X
A-09757-19,20
A-03611-19,67A
L-32588-18,67A
A-09919-19,20
A-03611-19,67A
A-09944-19,18
A-09965-19,18
A-10003-19,107
A-10042-19,21
A-10067-19,20
A-10079-19,103
A-10089-19,100
A-10129-19,103F
A-10064-19,62C
A-10110-19,966
A-10145-19,966
A-08891-19,966
A-08969-19,966
A-09983-19,65
A-02583-19,966
L-38572-18,67A
A-06685-19,37
A-10990-19,100
L-04437-18,966
A-11113-19,20
A-07649-19,67A
A-11305-19,20
L-20778-18,100
A-11550-19,64G
A-11505-19,21
A-11676-19,34s
A-11940-19,21
A-11194-19,43
A-12383-19,20
A-12436-19,20I
A-08962-19,30
A-00183-19,67C
A-11789-19,64G
A-12521-19,67
A-12777-19,20I
A-10127-19,64G
A-05972-19,64G
A-02583-19,966
A-08969-19,966
A-11676-19,34S
A-13797-19,21
A-13861-19,20
A-13990-19,21
A-14009-19,18
A-14081-19,20
A-14142-19,67AR
A-14407-19,106
A-10127-19,64G
A-10127-19,64-G
A-11789-19,64G
A-04482-19,65-P
L-31365-18,30-S
A-13503-19,37
A-15082-19,67P
A-15063-19,64J
A-15116-19,62-A
A-15171-19,62B
A-15014-19,29U
A-15250-19,62B
A-15438-19,18
A-15430-19,21
A-07137-19,67C
A-02130-19,24
A-15116-19,62 B
A-14850-19,64G
A-15014-19,29U
A-13503-19,37
A-16195-19,20
A-15069-19,20
A-16464-19,21
A-12833-19,62
A-16644-19,18
A-16275-19,64J
A-16745-19,56
A-16873-19,18
A-16904-19,18
A-16848-19,45
A-17073-19,20I
A-17226-19,20
A-17302-19,20
L-36333-19,966
A-17474-19,67
A-16122-19,64G
A-15857-19,67A
A-17875-19,20
A-17947-19,966
A-17788-19,60
A-02533-19,20I
A-18311-19,20
A-18344-19,67A
A-17474-19,37
A-15069-19,20
A-17545-19,65
A-11250-19,62R
L-21490-18,100I
A-19318-19,21
L-34523-18,20
A-19541-19,966
A-08962-19,30
A-19813-19,35
A-20123-19,21
A-20401-19,52F
L-36333-18,966
A-20853-19,21
A-20775-19,966
A-21199-19,20I
A-21243-19,100
A-21445-19,37
A-21836-19,18
A-21445-19,37
A-21199-19,20I
A-22028-19,20I
A-22069-19,20
A-22211-19,103M
A-22285-19,103F
A-22613-19,103F
A-22731-19,100
A-22975-19,20
A-23107-19,103F
A-23298-19,20
A-23804-19,103F
A-23885-19,65J
A-23887-19,64J
A-23950-19,35
A-24039-19,95G
A-24039-19,95G
A-24202-19,107
A-24340-19,20I
A-03367-19,62C
A-24786-19,20
A-24977-19,20I
A-25230-19,103D
A-25004-19,65
A-25435-19,100
A-23950-19,35
A-26346-19,21 - (10-55)
A-26524-19,64J
A-26754-19,103
A-26913-19,20
A-26945-19,20
A-27176-19,18
A-27185-19,18
A-21545-19,67A
A-01719-19,62B
A-27617-19,20
A-26745-19,103
A-27510-19,21
A-23950-19,35
A-27698-19,34-D
A-27706-19,67
A-28291-19,20
A-28299-19,18
A-28333-19,34S
A-28166-19,29U
A-07937-19,65J
A-03908-19,24
A-28611-19,20I
A-28720-19,103F
A-28711-19,20
A-28785-19,18
A-28771-19,94
A-27510-19,21
A-28771-19,94
A-28899-19,20
A-28882-19,20I
A-28980-19,20
A-29115-19,65J
A-27403-18,62-C
A-29034-18,966
A-29561-19,20
A-27403-19,62C
A-29497-19,65
L-37616-18,67P
A-14402-19,100
A-31322-19,100
A-31544-19,966
A-31698-19,20
G-23362-18,21
A-31718-19,20F
A-31765-19,20
A-31478-19,966
G-23362-18,21
A-31711-19,30S
A-30722-19,43
A-32197-19,20
A-32420-19,20
A-32596-19,100
A-32697-19,21
A-32793-19,20I
A-32915-19,107
A-32955-19,20
A-33004-19,18
A-33543-19,35
A-33645-19,103F
A-33647-19,67P
A-33709-19,18
A-33845-19,18
A-28771-19,94
A-33996-19,20
A-34028-19,103
A-34128-19,21
A-34162-19,18
A-34543-19,103F
A-34255-18,966
G-23362-18,21
A-34611-19,103
A-34265-19,39
A-34802-19,56
A-34939-19,67P
A-35406-19,18
A-35548-19,20
A-35652-19,20I
A-35432-19,34-C
A-35833-19,55
A-35808-19,64
A-36456-19,20
A-35255-19,30s
G-23362-18,21
A-36909-19,20
A-33210-19,100
A-13904-19,37
A-37185-19,100
A-36332-19,34
A-37417-19,94
A-37417-19,34S
A-37785-19,21ID
A-37786-19,21ID
A-37952-19,65
A-37979-19,100
A-37874-19,64
A-38056-19,21
A-37936-19,966
G-23362-18,21
A-34255-19,966
A-36633-19,966
A-36332-19,34
A-37417-19,34S
A-36025-19,27-64
A-38552-19,64J
A-39127-19,18
L-04437-18,966
A-35366-19,30S
A-39412-19,18
A-39450-19,20
A-39519-19,103
A-39996-19,34
A-39915-19,34S
A-39962-19,62c
A-28514-19,20
A-37419-19,34C
A-40908-19,20
A-41099-19,103
A-41036-19,64G
B-00049-19,103
B-00068-19,27/ 65
B-00286-19,20
B-00488-19,20
B-00480-19,64
A-41036-19,64G
B-00623-19,100
A-20853-19,21
B-00788-19,37
A-37285-19,65
B-01181-19,103F
B-01251-19,62C
B-01494-19,20I
B-04195-19,30-S
B-01561-19,20
B-01669-19,35
B-01749-19,20
B-01692-19,67
B-01684-19,100
B-01873-19,20I
B-00480-19,64
A-35313-19,67A
B-02077-19,34S
A-35303-19,67A
B-02282-19,20
B-02293-19,103
B-22566-19,20-I
B-02757-19,20
B-02822-19,20
B-02843-19,65
B-03204-19,20I
B-02070-19,67A
B-03616-19,20
B-03643-19,64G
B-03834-19,64G
B-04291-19,18
B-04469-19,18
B-04306-19,20
B-02959-19,67a
B-04974-19,20
B-05079-19,64J
B-05148-19,21
B-03627-19,65P
B-02790-19,65
B-05547-19,107
B-05640-19,18
B-05529-19,35
B-05983-19,67A
A-08918-19,42
B-06088-19,20
A-09983-19,65
B-05901-19,64G
B-06299-19,21
B-06203-19,34D
B-06289-19,20
B-06350-19,20
B-07037-19,37
B-06963-19,45
B-01974-19,62R
B-07373-19,966
B-07502-19,20I
B-07487-19,Oct-55
B-07774-19,20I
B-07804-19,64G
B-02790-19,65
B-08147-19,35
B-08187-19,67
B-08462-19,20
B-08558-19,20
A-18178-19,67A
B-08853-19,20I
B-08916-19,20
B-08983-19,20
B-08986-19,20
B-09279-19,107
B-09434-19,67A
B-09582-19,64K
B-09582-19,64K
B-10126-19,103
B-10001-19,20
B-10234-19,20
B-10253-19,20
B-10282-19,67B
B-10309-19,18
A-40312-19,20I
B-10511-18,20
B-10904-19,100
B-10950-19,103
B-10847-19,103
B-10956-19,56
B-11300-19,103
B-11444-19,18
B-11588-19,18
B-11624-19,20i
A-37019-19,65
B-11792-19,38
B-12026-19,20
B-11669-19,65
B-10006-19,64-J
B-12258-19,35
B-12415-19,20
B-12420-19,35
B-12444-19,103
B-12499-19,107
B-12568-19,18
B-12607-19,103M
B-12637-19,18
B-12450-19,65P
B-12544-19,62C
B-12520-19,62C
B-12822-19,18
B-12927-19,20
B-09836-19,58R
B-13110-19,67
B-13330-19,20
B-12450-19,65
B-13975-19,966
B-12502-19,30
B-14674-19,20
B-12750-19,65
B-01669-19,35
B-15090-19,20
B-15251-19,20
B-15217-19,20
B-15256-19,20
B-12558-19,62C
B-15106-19,64K
A-33647-19,67P
B-02783-19,37
B-15675-19,67S
B-06939-19,62C
B-15953-19,100
B-09582-19,64K
B-12258-19,35
B-16519-19,20
B-16519-19,20
B-15675-19,67S
B-16782-19,18
A-23890-19,95G
B-17240-19,20
B-16166-19,60
B-03643-19,64G
B-11070-19,62C
A-37019-19,65
B-17373-19,20I
B-17612-19,21
B-17698-19,20
B-1605-19,34-S
B-17874-19,21
B-17621-19,62-C
B-18353-19,18
B-18285-19,20
B-18542-19,21
A-27398-19,100
B-18561-19,21
A-32855-19,34S
B-18820-19,107
B-18774-19,35
B-19236-19,100
B-19829-19,20
B-17605-19,34S
B-19799-19,65
B-20348-19,34S
B-20480-19,20I
B-20706-19,20I
B-20741-19,21
B-20850-19,35
B-19236-19,100
B-17698-19,100I
B-21172-19,64J
B-21593-19,20I
B-21664-19,100
B-21795-19,20
B-15405-19,64G
B-21934-19,20
B-22058-19,107
B-22200-19,27-45
B-22333-19,103F
B-22582-19,30S
B-21172-19,107
B-22922-19,20
B-22961-19,108
B-23702-19,64G
B-23148-19,60
B-23243-19,27-65P
B-23578-19,20
B-22058-19,62C
B-23808-19,20
B-23942-19,20I
B-23979-19,103F
B-16564-19,62-C
B-24286-19,103F
B-24569-19,67AR
B-19236-19,100I
B-24786-19,20I
B-24846-19,20
B-24932-19,20I
B-25008-19,20
B-17162-19,67
B-25316-19,20I
B-19236-19,100I
B-25414-19,20
B-25439-19,18
B-20370-19,35
B-22200-19,2745
B-25441-19,966
B-25512-19,966
B-07963-19,24
B-25658-19,37
B-03854-19,34-S
B-26221-19,20
B-26389-19,20I
B-00421-19,100I
B-26550-19,20
B-26717-19,20
B-26608-19,966
B-26792-19,20
B-26952-19,20
B-26962-19,55
B-27043-19,35
B-26911-19,64G
B-27459-19,20
B-27738-19,20
B-27465-19,106
B-27926-19,34S
B-28055-19,20
B-28078-19,20
B-28179-19,20
B-23148-19,60
B-28209-19,20
B-22200-19,27-45
B-16166-19,60
B-28339-19,35
B-28514-19,64K
B-28620-19,18
B-28603-19,37
B-28764-19,34C
B-28848-19,18
B-26706-19,64G
B-20203-19,62C
B-29214-19,100
B-29397-19,20
B-29544-19,95G
B-29630-19,20
B-29645-19,35
B-29703-19,21
B-29743-19,20
B-29413-19,64G
B-21172-19,64G
B-29683-19,34
B-29743-19,20
B-28514-19,64K
B-29417-19,67
B-30127-19,20I
B-30132-19,20
B-30189-19,Oct-55
B-29400-19,62C
B-29899-19,67A
B-30347-19,62R
B-28590-19,62R
B-20370-19,35
B-30553-19,20X
B-28590-19,62R
B-30678-19,21
B-30658-19,100
B-29752-19,37
B-30798-19,35D
B-21953-19,65
B-30960-19,20
B-31097-19,20I
B-22762-19,34
B-31292-19,30S
B-31256-19,64-G
B-30437-19,966
B-30708-19,21
B-31694-19,20I
B-31622-19,62C
B-24309-19,103F
B-31987-19,18
B-21172-19,64J
B-32140-19,20
B-26815-19,67
B-32285-19,103-F
B-32252-19,42
B-32685-19,20
B-33184-19,94
B-33460-19,21
B-33479-19,20
B-33526-19,67
B-32252-19,42
B-34025-19,18
B-34202-19,18
B-34222-19,18
B-26706-19,64G
B-34300-19,20I
B-34381-19,18
B-33072-19,37
B-34475-19,20I
B-34574-19,20
B-34794-19,37
B-34956-19,67
B-34969-18,20
B-34989-19,20
B-34955-19,107
B-34937-19,20I
B-34994-19,20
B-35172-19,20
B-34420-19,30
B-35452-19,20I
B-35454-19,103F
B-35502-19,20
B-31664-19,21
B-35583-19,20I
B-31785-19,21
B-35757-19,21
B-35744-19,103
B-32252-19,42
B-23408-19,42
B-36153-19,37
K-13978-18,34S
B-36241-19,20
B-03373-19,62
A-31570-19,67
B-22582-19,30S
B-35022-19,62C
B-36507-19,18
B-36528-19,20
B-35777-19,103F
B-36769-19,20I
B-36947-19,35D
B-37101-19,64-G
B-37239-19,103-F
C-0016-19,21
C-00243-19,20I
C-00342-19,20
C-00521-19,20
C-00543-19,103F
B-25500-19,62C
C-00765-19,37
B-25500-19,62C
B-36527-19,30C
C-00991-19,18
C-00941-19,100
C-01090-19,20I
C-01188-19,20
C-01315-19,20
C-01649-19,20
C-01663-19,20
C-01907-19,18
C-01962-19,100
C-01859-19,34s
B-25500-19,62C
C-02227-19,20
C-02182-19,20
C-02347-19,20
C-02611-19,62R
C-02785-19,20
C-02792-19,103F
C-02818-19,20F
C-01797-19,107
C-03258-19,35D
C-03378-19,20
C-03338-19,21
C-03321-19,65
C-03637-19,100I
C-02611-19,62R
C-03716-19,20I
C-03958-19,20i
B-35994-19,30S
C-04371-19,35
C-04981-19,21
C-05164-19,18
C-05190-19,18
C-05003-19,21
B-34996-19,30
C-05574-19,20I
C-05628-19,20
C-04728-19,95G
C-05793-19,35
C-04728-19,95G
C-06007-19,103F
C-06212-19,35
C-06338-19,103F
C-06789-19,20I
C-07229-19,20
C-07227-19,52F
C-07291-19,20I
C-07429-19,20I
C-07446-19,20
C-07767-19,35
C-07818-19,21
C-08452-19,100
C-08321-19,37
C-08774-19,21
C-08644-19,20
C-09022-19,35
C-08774-19,21
C-09861-19,20
C-09950-19,20I
C-10353-19,20
C-08935-19,65
C-10598-19,100I
C-10777-19,18
C-10803-19,18
C-10923-19,18
B-23874-19,67A
C-10888-19,65
C-11164-19,103F
C-11495-19,100
C-11562-19,103F
C-11593-19,20
C-11729-19,67S
C-11761-19,18
C-11812-19,20I
C-11980-19,107
C-12012-19,21
C-12027-19,20
C-12085-19,18
C-12084-19,103
C-12163-19,34S
C-12296-19,20
C-12376-19,103F
C-12424-19,20I
C-12540-19,20
C-12581-19,103-F
C-12653-19,62-B
C-12163-19,34S
C-13034-19,37
C-13157-19,20
C-13254-19,20
C-12663-19,34
C-13544-19,21
C-12163-19,34S
C-13793-19,65
C-13844-19,21
C-13897-19,100
L-04437-18,966
C-11830-19,35
C-14593-19,56
C-02145-19,24
C-14567-19,65
C-10861-19,35
C-14959-19,20I
C-10251-19,34
C-14959-19,20I
C-12663-19,34
C-12534-19,34S
C-15170-19,34C
C-15414-19,67A
B-37221-19,100
C-15750-19,966
C-12163-19,34S
C-14631-19,966
C-14656-19,966
C-14447-19,20
C-16035-19,95G
C-16136-19,107
C-16227-19,37
C-16592-19,20I
C-16737-19,64-G
C-17012-19,103F
L-04437-18,966
C-16930-19,62C
C-17302-19,20I
C-17396-19,18
C-12765-19,64J
C-16136-19,107
C-11479-19,34-S
C-17295-19,65-P
C-14878-19,103
C-10871-19,21
B-03594-19,30-S
C-17930-19,62C
C-17946-19,56
C-18168-19,34
C-18222-19,67P
C-18168-19,64G
C-18376-19,67S
C-18448-19,18
C-18525-19,67
C-18675-19,69
C-18947-19,18
C-12534-19,34-S
C-15170-19,64K
C-19447-19,20
C-19678-19,34
C-19842-19,62R
C-19918-19,20
C-20181-19,20
C-20205-19,20I
C-20361-19,100
C-20521-19,20
C-20697-19,34S
C-20953-19,43MB
C-21052-19,20
C-20991-19,64G
C-21547-19,20I
C-21643-19,20
C-22064-19,34-S
C-22064-19,34S
C-22151-19,64
C-22395-19,100
C-09185-19,62C
C-22696-19,20
C-22822-19,95G
C-23038-19,20
C-23120-19,34-S
C-23277-19,20I
C-21144-19,65J
C-23496-19,18
C-23669-19,20I
C-23774-19,21
C-23050-19,64K
C-23888-19,100
C-23898-19,21
C-23995-19,20
C-24115-19,34S
G-23362-18,21
C-24126-19,966
C-24366-19,35
C-24603-19,18
C-25053-19,18
C-25179-19,20I
C-25180-19,20
C-25182-19,18
C-16737-19,64-G
C-25499-19,18
B-35994-19,30S
C-25842-19,21
C-25997-19,35
C-26350-19,20
C-26360-19,100I
C-26436-19,20
C-17472-19,62C
C-26544-19,20
L-04437-18,966
C-26771-19,20
C-26895-19,21
B-32426-19,95G
C-26973-19,20
C-20607-19,64G
G-23362-18,21
C-27070-19,966
C-16857-19,65
C-27340-19,20F
C-27357-19,966
C-23898-19,21
L-04431-18,966
C-28120-19,37
C-28102-19,67A
C-28317-19,37
C-28350-19,20I
C-28587-19,966
C-28702-19,21
C-28679-19,20I
C-28924-19,34S
C-29256-19,20I
C-29694-19,20
C-29677-19,20
C-29762-19,103
C-30037-19,67-A
C-30253-19,56
C-30744-19,21
C-30893-19,20
C-30993-19,103
C- 31199-19,34-S
C-31660-19,20I
C-31773-19,34S
C-30970-19,67A
C-32071-19,18
C-32060 -19,20 I
C-30970-19,67A
C-32199-19,21
C-32264-19,35
C-32455-19,20
C-32199-19,21
C-31773-19,34S
C-32545-19,62-R
C-32497-19,100I
C-32494-19,20I
C-32699-19,35D
C-32860-19,103F
C-32403-19,37
C-32626-19,100
C-32903-19,64-G
C-23947-19,64G
C-33154-19,20I
C-33274-19,20I
C-23050-19,65
C-33758-19,20
C-33972-19,20I
C-33971-19,20
C-32457-19,34
C-33916-19,35
C-34564-19,21ID
C-33064-19,62C
C-31807-19,62C
C-34675-19,20
